pdbid,H_H,H_C,H_N,H_O,H_S,C_H,C_C,C_N,C_O,C_S,N_H,N_C,N_N,N_O,N_S,O_H,O_C,O_N,O_O,O_S,S_H,S_C,S_N,S_O,S_S,H_P,C_P,N_P,O_P,S_P,H_F,C_F,N_F,O_F,S_F,H_I,C_I,N_I,O_I,S_I
2p15,10242.0,9676.0,0.0,709.0,0.0,6299.0,5931.0,0.0,427.0,0.0,1432.0,1339.0,0.0,101.0,0.0,1433.0,1345.0,0.0,94.0,0.0,200.0,190.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,619.0,159.0,158.0,24.0,0.0,0.0,0.0,0.0,0.0
2p16,5190.0,5240.0,982.0,830.0,0.0,3556.0,3565.0,668.0,568.0,0.0,986.0,1008.0,199.0,158.0,0.0,1148.0,1141.0,218.0,187.0,0.0,80.0,94.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p2a,4699.0,4739.0,2108.0,1418.0,0.0,3065.0,3097.0,1365.0,906.0,0.0,701.0,698.0,323.0,211.0,0.0,843.0,860.0,403.0,258.0,0.0,59.0,63.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p3a,15633.0,11505.0,1563.0,2563.0,0.0,9499.0,7079.0,953.0,1568.0,0.0,2774.0,2080.0,292.0,452.0,0.0,2837.0,2128.0,292.0,472.0,0.0,52.0,40.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p3b,15327.0,11261.0,1549.0,2516.0,0.0,9208.0,6819.0,933.0,1506.0,0.0,2567.0,1925.0,262.0,420.0,0.0,2678.0,1969.0,278.0,427.0,0.0,22.0,17.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p3c,16465.0,12140.0,1674.0,2724.0,0.0,9863.0,7343.0,1000.0,1649.0,0.0,2713.0,2046.0,289.0,446.0,0.0,2874.0,2138.0,290.0,481.0,0.0,23.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p3i,2960.0,1726.0,163.0,1262.0,0.0,2028.0,1180.0,111.0,876.0,0.0,470.0,282.0,27.0,208.0,0.0,642.0,368.0,36.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p4j,13733.0,9010.0,1189.0,1728.0,223.0,9241.0,6004.0,820.0,1159.0,141.0,2421.0,1600.0,214.0,314.0,40.0,2824.0,1899.0,258.0,370.0,46.0,22.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p4s,5271.0,3840.0,1292.0,887.0,0.0,3574.0,2584.0,880.0,611.0,0.0,1081.0,752.0,254.0,181.0,0.0,1047.0,756.0,248.0,185.0,0.0,67.0,53.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p4y,6068.0,8814.0,599.0,1629.0,0.0,3888.0,5653.0,379.0,1032.0,0.0,898.0,1276.0,91.0,233.0,0.0,951.0,1305.0,95.0,248.0,0.0,70.0,117.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0,693.0,155.0,145.0,12.0,0.0,0.0,0.0,0.0,0.0
2p53,4337.0,2148.0,330.0,2906.0,0.0,2760.0,1364.0,217.0,1861.0,0.0,862.0,414.0,68.0,587.0,0.0,864.0,418.0,70.0,564.0,0.0,21.0,13.0,1.0,12.0,0.0,593.0,381.0,120.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p7a,2630.0,3044.0,0.0,376.0,0.0,1669.0,1918.0,0.0,243.0,0.0,368.0,443.0,0.0,50.0,0.0,380.0,431.0,0.0,53.0,0.0,23.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p7g,5775.0,5548.0,0.0,697.0,0.0,3736.0,3507.0,0.0,447.0,0.0,861.0,829.0,0.0,102.0,0.0,888.0,837.0,0.0,106.0,0.0,61.0,55.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p7z,7917.0,7635.0,165.0,581.0,0.0,5205.0,5003.0,119.0,377.0,0.0,1163.0,1146.0,23.0,82.0,0.0,1316.0,1270.0,32.0,94.0,0.0,77.0,72.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2p95,3935.0,4854.0,599.0,586.0,288.0,2682.0,3334.0,404.0,402.0,207.0,786.0,940.0,111.0,113.0,58.0,876.0,1070.0,131.0,127.0,65.0,59.0,81.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pbw,5636.0,4457.0,323.0,1775.0,0.0,3501.0,2745.0,206.0,1113.0,0.0,881.0,700.0,52.0,280.0,0.0,1056.0,832.0,59.0,324.0,0.0,60.0,46.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pcp,6060.0,3964.0,232.0,0.0,0.0,4992.0,3294.0,187.0,0.0,0.0,1188.0,763.0,46.0,0.0,0.0,1317.0,881.0,50.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pgz,5824.0,4360.0,292.0,1047.0,0.0,4178.0,3157.0,210.0,768.0,0.0,1048.0,806.0,52.0,195.0,0.0,1281.0,973.0,65.0,234.0,0.0,67.0,53.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pk5,11960.0,10548.0,1334.0,2634.0,577.0,7276.0,6477.0,823.0,1619.0,364.0,1997.0,1793.0,223.0,447.0,104.0,2179.0,1902.0,248.0,472.0,102.0,14.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pk6,12101.0,10556.0,1327.0,2049.0,606.0,7382.0,6508.0,823.0,1253.0,372.0,2021.0,1805.0,223.0,339.0,106.0,2204.0,1915.0,247.0,371.0,113.0,11.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pog,5848.0,6102.0,0.0,1016.0,0.0,3727.0,3856.0,0.0,649.0,0.0,844.0,901.0,0.0,146.0,0.0,879.0,921.0,0.0,152.0,0.0,122.0,131.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pou,1768.0,2449.0,605.0,1256.0,622.0,1300.0,1744.0,449.0,908.0,454.0,343.0,490.0,118.0,229.0,119.0,300.0,424.0,102.0,213.0,107.0,8.0,8.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pov,2264.0,2167.0,853.0,1255.0,626.0,1656.0,1545.0,631.0,910.0,455.0,455.0,432.0,173.0,228.0,119.0,395.0,377.0,148.0,209.0,110.0,10.0,7.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pow,2454.0,2096.0,932.0,1259.0,626.0,1767.0,1504.0,674.0,909.0,450.0,490.0,418.0,182.0,231.0,120.0,429.0,368.0,163.0,213.0,110.0,10.0,7.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,752.0,546.0,154.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0
2pq9,2822.0,3520.0,0.0,4899.0,0.0,1677.0,2129.0,0.0,2930.0,0.0,566.0,706.0,0.0,989.0,0.0,533.0,670.0,0.0,907.0,0.0,20.0,30.0,0.0,39.0,0.0,687.0,414.0,138.0,128.0,5.0,667.0,406.0,138.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0
2pqb,2812.0,3517.0,0.0,4905.0,0.0,1600.0,2023.0,0.0,2807.0,0.0,601.0,744.0,0.0,1011.0,0.0,522.0,661.0,0.0,896.0,0.0,13.0,13.0,0.0,29.0,0.0,682.0,391.0,143.0,127.0,6.0,674.0,396.0,145.0,129.0,4.0,0.0,0.0,0.0,0.0,0.0
2pqc,3541.0,3551.0,0.0,4642.0,0.0,2026.0,2046.0,0.0,2641.0,0.0,753.0,756.0,0.0,948.0,0.0,664.0,669.0,0.0,852.0,0.0,20.0,17.0,0.0,25.0,0.0,693.0,401.0,145.0,129.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pql,4185.0,3313.0,656.0,0.0,0.0,2884.0,2272.0,439.0,0.0,0.0,620.0,487.0,95.0,0.0,0.0,692.0,557.0,102.0,0.0,0.0,72.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pqz,9602.0,8900.0,982.0,1125.0,594.0,5826.0,5468.0,618.0,712.0,372.0,1601.0,1529.0,159.0,202.0,109.0,1718.0,1627.0,178.0,216.0,114.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2psu,10018.0,7573.0,887.0,1783.0,305.0,6083.0,4663.0,541.0,1098.0,187.0,1682.0,1303.0,154.0,293.0,51.0,1799.0,1396.0,162.0,331.0,62.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2psv,9078.0,6831.0,896.0,1834.0,306.0,5540.0,4222.0,540.0,1139.0,185.0,1512.0,1177.0,156.0,302.0,51.0,1649.0,1259.0,161.0,346.0,62.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2ptz,1361.0,658.0,353.0,1623.0,0.0,859.0,410.0,219.0,1016.0,0.0,295.0,146.0,74.0,357.0,0.0,346.0,174.0,88.0,410.0,0.0,14.0,5.0,4.0,12.0,0.0,311.0,191.0,69.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pu1,1009.0,624.0,340.0,1580.0,0.0,636.0,397.0,212.0,973.0,0.0,219.0,140.0,75.0,344.0,0.0,251.0,168.0,87.0,395.0,0.0,11.0,5.0,3.0,10.0,0.0,300.0,180.0,65.0,77.0,1.0,301.0,187.0,66.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0
2pu2,2417.0,4072.0,251.0,1655.0,0.0,1514.0,2578.0,155.0,1032.0,0.0,495.0,868.0,51.0,333.0,0.0,512.0,902.0,55.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pv1,9100.0,6956.0,1247.0,1429.0,0.0,6014.0,4583.0,822.0,960.0,0.0,1720.0,1342.0,242.0,287.0,0.0,1652.0,1294.0,234.0,272.0,0.0,59.0,44.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pvh,3709.0,4594.0,1831.0,0.0,0.0,2361.0,2992.0,1186.0,0.0,0.0,653.0,820.0,327.0,0.0,0.0,633.0,826.0,326.0,0.0,0.0,19.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pvj,5181.0,5031.0,2115.0,0.0,0.0,3259.0,3208.0,1367.0,0.0,0.0,941.0,889.0,373.0,0.0,0.0,887.0,884.0,379.0,0.0,0.0,28.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pvk,3509.0,5271.0,2103.0,0.0,0.0,2216.0,3379.0,1363.0,0.0,0.0,637.0,917.0,370.0,0.0,0.0,617.0,922.0,377.0,0.0,0.0,19.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pvl,5306.0,4789.0,2335.0,0.0,0.0,3369.0,3106.0,1526.0,0.0,0.0,964.0,837.0,415.0,0.0,0.0,924.0,852.0,423.0,0.0,0.0,30.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pvm,3681.0,4452.0,2392.0,0.0,0.0,2378.0,2929.0,1561.0,0.0,0.0,644.0,786.0,411.0,0.0,0.0,638.0,797.0,440.0,0.0,0.0,21.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pvu,4901.0,1958.0,644.0,605.0,0.0,3441.0,1390.0,456.0,434.0,0.0,818.0,338.0,107.0,97.0,0.0,1038.0,441.0,137.0,146.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pwc,10200.0,8930.0,1573.0,1147.0,593.0,6178.0,5495.0,971.0,722.0,375.0,1702.0,1536.0,264.0,201.0,110.0,1819.0,1635.0,282.0,219.0,116.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pwd,4554.0,1951.0,331.0,1290.0,0.0,3325.0,1406.0,242.0,934.0,0.0,942.0,415.0,65.0,279.0,0.0,942.0,412.0,73.0,276.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pwg,5107.0,2564.0,324.0,1269.0,0.0,3693.0,1834.0,244.0,920.0,0.0,1067.0,549.0,65.0,277.0,0.0,1050.0,525.0,67.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pwr,10338.0,9797.0,1543.0,1772.0,611.0,6279.0,5993.0,954.0,1108.0,383.0,1739.0,1682.0,260.0,308.0,110.0,1810.0,1767.0,276.0,334.0,119.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2py4,3841.0,2976.0,1005.0,3839.0,0.0,2371.0,1843.0,639.0,2449.0,0.0,762.0,575.0,190.0,806.0,0.0,739.0,552.0,188.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,554.0,189.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pym,12942.0,8955.0,910.0,1225.0,294.0,7801.0,5393.0,559.0,736.0,182.0,2227.0,1580.0,162.0,206.0,49.0,2366.0,1649.0,164.0,225.0,55.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pyn,13067.0,9057.0,906.0,1236.0,297.0,7889.0,5494.0,560.0,751.0,188.0,2265.0,1587.0,163.0,214.0,49.0,2340.0,1641.0,165.0,226.0,56.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2pyy,2890.0,1771.0,363.0,1370.0,0.0,1811.0,1105.0,228.0,837.0,0.0,464.0,291.0,59.0,219.0,0.0,484.0,315.0,59.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q1q,3574.0,2703.0,580.0,1203.0,583.0,2525.0,1900.0,424.0,859.0,409.0,691.0,529.0,121.0,227.0,114.0,605.0,463.0,107.0,206.0,104.0,11.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q2a,4952.0,1981.0,1318.0,614.0,0.0,3484.0,1397.0,926.0,434.0,0.0,822.0,347.0,221.0,98.0,0.0,1040.0,435.0,274.0,144.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q38,1493.0,2132.0,325.0,1012.0,339.0,1072.0,1523.0,242.0,726.0,247.0,293.0,420.0,68.0,192.0,67.0,271.0,383.0,60.0,178.0,62.0,4.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q54,11781.0,9739.0,1152.0,1974.0,0.0,7154.0,5985.0,710.0,1202.0,0.0,1946.0,1627.0,207.0,323.0,0.0,2083.0,1761.0,204.0,360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q55,12456.0,10167.0,1434.0,1860.0,0.0,7551.0,6258.0,867.0,1139.0,0.0,2063.0,1731.0,248.0,302.0,0.0,2223.0,1856.0,251.0,326.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q5k,13476.0,10387.0,1115.0,1515.0,0.0,8185.0,6367.0,681.0,929.0,0.0,2256.0,1759.0,188.0,255.0,0.0,2417.0,1876.0,207.0,270.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q63,13027.0,9066.0,920.0,1235.0,299.0,7945.0,5546.0,566.0,760.0,191.0,2227.0,1582.0,162.0,210.0,48.0,2352.0,1648.0,165.0,224.0,57.0,28.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q64,13000.0,9022.0,900.0,1246.0,297.0,7865.0,5475.0,558.0,744.0,187.0,2269.0,1591.0,166.0,216.0,51.0,2342.0,1647.0,166.0,218.0,57.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q6f,9339.0,6463.0,1085.0,1470.0,0.0,6404.0,4440.0,755.0,1016.0,0.0,1831.0,1260.0,201.0,284.0,0.0,1802.0,1239.0,213.0,290.0,0.0,80.0,55.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q7q,2771.0,2480.0,307.0,0.0,0.0,1988.0,1758.0,222.0,0.0,0.0,527.0,486.0,57.0,0.0,0.0,598.0,548.0,68.0,0.0,0.0,53.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q88,3068.0,2050.0,691.0,655.0,0.0,2095.0,1402.0,469.0,438.0,0.0,495.0,331.0,114.0,103.0,0.0,618.0,418.0,138.0,135.0,0.0,17.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q89,3116.0,2061.0,696.0,999.0,0.0,2113.0,1412.0,475.0,667.0,0.0,501.0,334.0,116.0,160.0,0.0,623.0,420.0,138.0,200.0,0.0,14.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q8h,349.0,1399.0,0.0,744.0,0.0,217.0,899.0,0.0,479.0,0.0,65.0,242.0,0.0,121.0,0.0,53.0,220.0,0.0,109.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q8m,2611.0,2226.0,1250.0,1433.0,0.0,1696.0,1480.0,821.0,901.0,0.0,447.0,379.0,204.0,250.0,0.0,459.0,412.0,219.0,246.0,0.0,9.0,9.0,5.0,3.0,0.0,203.0,131.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2q8z,4063.0,3060.0,1037.0,2864.0,0.0,2474.0,1890.0,639.0,1751.0,0.0,726.0,568.0,196.0,500.0,0.0,755.0,591.0,208.0,543.0,0.0,38.0,27.0,11.0,19.0,0.0,297.0,174.0,52.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qbp,4329.0,5089.0,377.0,1823.0,423.0,2730.0,3281.0,234.0,1164.0,271.0,892.0,1089.0,76.0,364.0,91.0,799.0,964.0,67.0,338.0,92.0,43.0,48.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qbq,4718.0,4610.0,173.0,1361.0,213.0,2954.0,2894.0,102.0,858.0,128.0,965.0,988.0,33.0,283.0,49.0,850.0,862.0,32.0,247.0,48.0,48.0,40.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qbr,2706.0,4174.0,159.0,1365.0,211.0,1662.0,2606.0,97.0,860.0,129.0,546.0,898.0,34.0,276.0,49.0,489.0,785.0,32.0,248.0,48.0,25.0,40.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qbs,3533.0,4001.0,179.0,1352.0,211.0,2203.0,2511.0,105.0,859.0,129.0,719.0,868.0,35.0,280.0,50.0,633.0,752.0,30.0,251.0,48.0,34.0,36.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qbu,5875.0,4204.0,1830.0,1537.0,281.0,3700.0,2645.0,1143.0,960.0,182.0,889.0,639.0,276.0,228.0,43.0,1100.0,763.0,338.0,276.0,52.0,68.0,53.0,23.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qbw,11380.0,8824.0,1866.0,2760.0,0.0,7888.0,6140.0,1306.0,1916.0,0.0,2026.0,1553.0,349.0,500.0,0.0,2154.0,1644.0,349.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qci,10619.0,8300.0,645.0,2674.0,305.0,6427.0,5060.0,389.0,1636.0,190.0,1801.0,1446.0,115.0,457.0,53.0,1868.0,1480.0,117.0,473.0,61.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qd6,10381.0,8112.0,630.0,2613.0,293.0,6341.0,5004.0,385.0,1623.0,189.0,1748.0,1401.0,110.0,448.0,49.0,1899.0,1504.0,120.0,478.0,62.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qd7,10139.0,7938.0,614.0,2571.0,296.0,6205.0,4883.0,379.0,1577.0,181.0,1718.0,1375.0,108.0,434.0,48.0,1858.0,1475.0,116.0,476.0,62.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qd8,10436.0,8161.0,636.0,2645.0,301.0,6389.0,5026.0,388.0,1631.0,188.0,1759.0,1407.0,114.0,446.0,51.0,1918.0,1517.0,119.0,485.0,62.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qdt,2183.0,1282.0,211.0,606.0,258.0,1645.0,959.0,167.0,457.0,193.0,448.0,258.0,43.0,114.0,51.0,489.0,276.0,51.0,117.0,53.0,11.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qe4,6716.0,6325.0,0.0,1289.0,0.0,4250.0,3991.0,0.0,817.0,0.0,980.0,900.0,0.0,191.0,0.0,1022.0,951.0,0.0,208.0,0.0,142.0,136.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qg0,5545.0,4854.0,1530.0,1098.0,255.0,3598.0,3115.0,956.0,704.0,151.0,909.0,794.0,250.0,174.0,49.0,1109.0,991.0,298.0,208.0,51.0,30.0,26.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qg2,4475.0,4999.0,1603.0,641.0,0.0,2939.0,3273.0,1028.0,434.0,0.0,699.0,780.0,244.0,100.0,0.0,828.0,961.0,294.0,115.0,0.0,31.0,32.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2qhy,8159.0,7577.0,904.0,1531.0,592.0,4958.0,4679.0,556.0,938.0,373.0,1352.0,1300.0,161.0,255.0,98.0,1460.0,1392.0,165.0,289.0,118.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,515.0,143.0,152.0,2.0,0.0,0.0,0.0,0.0,0.0
2qhz,7142.0,7666.0,635.0,1256.0,591.0,4318.0,4752.0,376.0,766.0,368.0,1192.0,1320.0,111.0,206.0,97.0,1303.0,1405.0,115.0,236.0,115.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,1077.0,297.0,306.0,2.0,0.0,0.0,0.0,0.0,0.0
